IP Address,Size,Date,File,Agent,ResultCode
338.260.287.13,1619,20140620,myFile.txt,Agent33,RES33
600.550.4.470,14114,20021206,myFile.txt,Agent34,RES34
680.843.811.976,22004,20020507,myFile.txt,Agent35,RES35
650.312.175.898,88008,20130822,myFile.txt,Agent36,RES36
83.471.968.384,51924,20060122,myFile.txt,Agent37,RES37
245.676.397.638,51450,20000304,myFile.txt,Agent38,RES38
549.214.666.263,82057,20080725,myFile.txt,Agent39,RES39
168.152.610.923,69403,20120716,myFile.txt,Agent40,RES40
318.311.284.907,96632,20140207,myFile.txt,Agent41,RES41
521.500.34.173,15208,20100714,myFile.txt,Agent42,RES42
688.323.14.49,1528,20121226,myFile.txt,Agent43,RES43
396.8.474.650,21325,20021107,myFile.txt,Agent44,RES44
183.357.69.822,29342,20080909,myFile.txt,Agent45,RES45
222.811.987.4,17096,20100506,myFile.txt,Agent46,RES46
309.418.375.472,51258,20130305,myFile.txt,Agent47,RES47
733.789.731.537,51324,20090318,myFile.txt,Agent48,RES48
939.392.74.60,28974,20051127,myFile.txt,Agent49,RES49
656.496.267.484,8881,20131118,myFile.txt,Agent50,RES50
523.438.942.533,6329,20020824,myFile.txt,Agent51,RES51
83.515.674.347,44039,20041025,myFile.txt,Agent52,RES52
303.414.968.731,16862,20000222,myFile.txt,Agent53,RES53
108.678.185.312,30217,20101216,myFile.txt,Agent54,RES54
340.833.278.408,83201,20051009,myFile.txt,Agent55,RES55
306.821.256.498,51815,20051015,myFile.txt,Agent56,RES56
57.930.691.273,42532,20150721,myFile.txt,Agent57,RES57
251.743.445.454,27371,20010501,myFile.txt,Agent58,RES58
688.718.882.562,84226,20140519,myFile.txt,Agent59,RES59
683.375.227.646,57362,20110609,myFile.txt,Agent60,RES60
533.320.485.909,7301,20090212,myFile.txt,Agent61,RES61
793.723.912.861,3756,20061003,myFile.txt,Agent62,RES62
152.435.450.570,79007,20050106,myFile.txt,Agent63,RES63
17.219.428.686,56850,20150905,myFile.txt,Agent64,RES64
375.516.360.533,92041,20080215,myFile.txt,Agent65,RES65
396.618.259.339,25407,20050119,myFile.txt,Agent66,RES66
769.830.762.431,77206,20070619,myFile.txt,Agent67,RES67
600.606.248.748,61472,20051223,myFile.txt,Agent68,RES68
249.147.54.862,21682,20110901,myFile.txt,Agent69,RES69
593.705.353.825,25148,20110227,myFile.txt,Agent70,RES70
343.51.861.240,3630,20110801,myFile.txt,Agent71,RES71
436.812.166.620,75120,20120602,myFile.txt,Agent72,RES72
763.715.318.81,13554,20030819,myFile.txt,Agent73,RES73
884.239.886.152,95444,20150911,myFile.txt,Agent74,RES74
167.781.870.23,52322,20100619,myFile.txt,Agent75,RES75
13.288.766.621,14565,20070612,myFile.txt,Agent76,RES76
299.535.746.289,54071,20070725,myFile.txt,Agent77,RES77
995.744.71.837,79657,20140607,myFile.txt,Agent78,RES78
671.539.843.710,86119,20050921,myFile.txt,Agent79,RES79
403.201.845.249,91077,20110721,myFile.txt,Agent80,RES80
638.11.135.1,2829,20011201,myFile.txt,Agent81,RES81
318.740.493.235,99626,20090712,myFile.txt,Agent82,RES82
166.56.437.82,14965,20140712,myFile.txt,Agent83,RES83
262.906.304.770,34258,20130522,myFile.txt,Agent84,RES84
423.351.803.895,23641,20130623,myFile.txt,Agent85,RES85
804.281.670.229,31229,20030502,myFile.txt,Agent86,RES86
519.162.441.937,69675,20080213,myFile.txt,Agent87,RES87
185.955.223.909,61517,20050823,myFile.txt,Agent88,RES88
869.898.776.983,19870,20001101,myFile.txt,Agent89,RES89
742.383.548.834,2880,20051203,myFile.txt,Agent90,RES90
641.319.205.591,84653,20090205,myFile.txt,Agent91,RES91
492.327.459.142,5934,20140616,myFile.txt,Agent92,RES92
270.667.495.601,8146,20071102,myFile.txt,Agent93,RES93
28.686.982.66,75004,20070902,myFile.txt,Agent94,RES94
126.822.977.417,30672,20110517,myFile.txt,Agent95,RES95
365.897.930.136,74190,20130106,myFile.txt,Agent96,RES96
814.277.399.367,10146,20020805,myFile.txt,Agent97,RES97
991.600.806.414,58547,20150628,myFile.txt,Agent98,RES98
498.82.505.121,41364,20031205,myFile.txt,Agent99,RES99
929.122.234.585,15927,20001015,myFile.txt,Agent100,RES100
694.180.602.518,68122,20071120,myFile.txt,Agent101,RES101
74.475.996.228,42612,20071101,myFile.txt,Agent102,RES102
145.583.929.890,77452,20070705,myFile.txt,Agent103,RES103
803.157.531.657,9471,20010627,myFile.txt,Agent104,RES104
427.725.966.250,38156,20150725,myFile.txt,Agent105,RES105
265.825.913.575,32980,20060607,myFile.txt,Agent106,RES106
691.410.968.485,7837,20041108,myFile.txt,Agent107,RES107
448.303.791.170,67008,20000326,myFile.txt,Agent108,RES108
777.633.968.441,69544,20130918,myFile.txt,Agent109,RES109
415.870.745.457,40444,20080216,myFile.txt,Agent110,RES110
929.903.87.594,61136,20110605,myFile.txt,Agent111,RES111
851.808.305.5,1527,20100606,myFile.txt,Agent112,RES112
25.764.540.998,44576,20151011,myFile.txt,Agent113,RES113
282.476.962.469,44320,20100511,myFile.txt,Agent114,RES114
306.781.143.922,82079,20151111,myFile.txt,Agent115,RES115
790.828.597.810,17783,20020327,myFile.txt,Agent116,RES116
939.276.952.992,59623,20110413,myFile.txt,Agent117,RES117
497.187.266.119,78282,20130717,myFile.txt,Agent118,RES118
776.155.402.948,33175,20011219,myFile.txt,Agent119,RES119
320.522.425.234,44673,20150426,myFile.txt,Agent120,RES120
599.603.496.601,69379,20050202,myFile.txt,Agent121,RES121
116.171.571.508,67546,20030614,myFile.txt,Agent122,RES122
900.612.653.277,28368,20130714,myFile.txt,Agent123,RES123
118.824.185.810,52157,20040527,myFile.txt,Agent124,RES124
94.51.653.984,66209,20150709,myFile.txt,Agent125,RES125
111.72.40.664,5108,20080818,myFile.txt,Agent126,RES126
761.918.936.707,71849,20131121,myFile.txt,Agent127,RES127
121.796.606.787,3190,20120226,myFile.txt,Agent128,RES128
451.947.391.410,47997,20120819,myFile.txt,Agent129,RES129
721.667.691.756,99224,20080707,myFile.txt,Agent130,RES130
752.952.42.332,70586,20020325,myFile.txt,Agent131,RES131
559.335.620.954,45712,20140120,myFile.txt,Agent132,RES132
453.56.460.172,79886,20151021,myFile.txt,Agent133,RES133
530.656.492.248,95427,20120112,myFile.txt,Agent134,RES134
319.857.581.773,44848,20070308,myFile.txt,Agent135,RES135
340.991.155.32,98958,20020418,myFile.txt,Agent136,RES136
750.344.800.13,88126,20010608,myFile.txt,Agent137,RES137
451.668.65.519,37984,20070725,myFile.txt,Agent138,RES138
326.808.79.642,46816,20080311,myFile.txt,Agent139,RES139
387.791.471.154,46048,20021116,myFile.txt,Agent140,RES140
233.724.366.191,74328,20150419,myFile.txt,Agent141,RES141
842.404.955.249,69777,20030828,myFile.txt,Agent142,RES142
247.242.763.834,22603,20140916,myFile.txt,Agent143,RES143
585.454.724.247,52087,20020420,myFile.txt,Agent144,RES144
161.482.749.116,11250,20140108,myFile.txt,Agent145,RES145
747.438.591.725,15456,20081210,myFile.txt,Agent146,RES146
986.361.815.195,71268,20060901,myFile.txt,Agent147,RES147
19.799.380.951,97945,20120501,myFile.txt,Agent148,RES148
526.506.311.771,39918,20100423,myFile.txt,Agent149,RES149
202.996.239.232,17178,20140709,myFile.txt,Agent150,RES150
575.532.48.264,43822,20080302,myFile.txt,Agent151,RES151
686.289.957.524,97880,20090721,myFile.txt,Agent152,RES152
60.251.832.360,14505,20001208,myFile.txt,Agent153,RES153
959.293.294.248,99058,20131226,myFile.txt,Agent154,RES154
583.437.808.673,93176,20040221,myFile.txt,Agent155,RES155
414.799.139.734,55534,20140314,myFile.txt,Agent156,RES156
693.605.167.379,94684,20130822,myFile.txt,Agent157,RES157
203.183.266.869,55409,20101217,myFile.txt,Agent158,RES158
881.485.558.181,28982,20001217,myFile.txt,Agent159,RES159
43.213.112.503,21248,20040824,myFile.txt,Agent160,RES160
4.264.225.71,68464,20050121,myFile.txt,Agent161,RES161
863.638.954.339,87526,20100601,myFile.txt,Agent162,RES162
600.816.853.122,60371,20030501,myFile.txt,Agent163,RES163
536.72.712.677,23371,20100602,myFile.txt,Agent164,RES164
472.787.934.215,79748,20100718,myFile.txt,Agent165,RES165
735.72.216.103,55424,20080904,myFile.txt,Agent166,RES166
955.150.485.792,21470,20111217,myFile.txt,Agent167,RES167
844.255.104.333,8914,20150123,myFile.txt,Agent168,RES168
273.978.897.601,53734,20140228,myFile.txt,Agent169,RES169
717.49.474.668,86018,20050416,myFile.txt,Agent170,RES170
863.39.61.790,87522,20040520,myFile.txt,Agent171,RES171
272.788.548.639,96962,20041203,myFile.txt,Agent172,RES172
96.290.585.311,39178,20021118,myFile.txt,Agent173,RES173
345.97.415.620,381,20150711,myFile.txt,Agent174,RES174
328.983.773.454,99605,20080320,myFile.txt,Agent175,RES175
919.424.634.772,67109,20070523,myFile.txt,Agent176,RES176
807.733.454.132,26471,20081006,myFile.txt,Agent177,RES177
217.356.59.363,43588,20001226,myFile.txt,Agent178,RES178
854.983.774.493,26603,20080221,myFile.txt,Agent179,RES179
766.452.394.231,609,20050622,myFile.txt,Agent180,RES180
255.300.407.54,12403,20100715,myFile.txt,Agent181,RES181
831.435.84.256,38327,20010208,myFile.txt,Agent182,RES182
51.213.423.738,15980,20051004,myFile.txt,Agent183,RES183
569.180.969.298,88983,20020817,myFile.txt,Agent184,RES184
691.308.941.635,2436,20130128,myFile.txt,Agent185,RES185
475.223.716.431,77692,20060327,myFile.txt,Agent186,RES186
947.89.895.881,20811,20011217,myFile.txt,Agent187,RES187
541.751.852.833,22802,20050519,myFile.txt,Agent188,RES188
764.109.90.542,51834,20150921,myFile.txt,Agent189,RES189
48.94.659.863,95567,20110120,myFile.txt,Agent190,RES190
181.361.186.846,50030,20140223,myFile.txt,Agent191,RES191
857.845.738.23,46075,20110725,myFile.txt,Agent192,RES192
140.58.629.675,39395,20100126,myFile.txt,Agent193,RES193
662.507.721.545,73138,20040120,myFile.txt,Agent194,RES194
804.168.65.758,50202,20041118,myFile.txt,Agent195,RES195
772.20.654.477,77784,20010826,myFile.txt,Agent196,RES196
814.839.20.266,41438,20080718,myFile.txt,Agent197,RES197
313.300.188.14,31473,20120206,myFile.txt,Agent198,RES198
927.972.282.925,59331,20000818,myFile.txt,Agent199,RES199
926.492.978.450,28447,20010412,myFile.txt,Agent200,RES200
888.930.116.886,44830,20040222,myFile.txt,Agent201,RES201
209.929.43.156,10155,20151203,myFile.txt,Agent202,RES202
469.136.702.851,92460,20150517,myFile.txt,Agent203,RES203
108.842.331.903,76548,20121005,myFile.txt,Agent204,RES204
75.465.933.53,42383,20121224,myFile.txt,Agent205,RES205
804.667.463.899,49302,20140625,myFile.txt,Agent206,RES206
678.425.521.616,60143,20140614,myFile.txt,Agent207,RES207
621.58.47.509,69082,20051116,myFile.txt,Agent208,RES208
781.443.223.344,84157,20120309,myFile.txt,Agent209,RES209
688.528.11.119,94720,20011221,myFile.txt,Agent210,RES210
963.875.255.579,33375,20080824,myFile.txt,Agent211,RES211
212.399.354.37,86145,20121107,myFile.txt,Agent212,RES212
809.862.251.114,21315,20140721,myFile.txt,Agent213,RES213
935.261.331.683,38290,20040307,myFile.txt,Agent214,RES214
420.309.317.696,65092,20150718,myFile.txt,Agent215,RES215
197.26.932.104,84560,20121214,myFile.txt,Agent216,RES216
35.509.11.205,67983,20090314,myFile.txt,Agent217,RES217
333.549.595.291,69180,20010406,myFile.txt,Agent218,RES218
14.340.475.401,64993,20020628,myFile.txt,Agent219,RES219
21.798.382.879,4596,20091206,myFile.txt,Agent220,RES220
870.384.398.469,71112,20100111,myFile.txt,Agent221,RES221
18.93.236.170,75094,20041008,myFile.txt,Agent222,RES222
140.540.326.475,8278,20040207,myFile.txt,Agent223,RES223
102.774.530.62,7790,20050217,myFile.txt,Agent224,RES224
297.141.36.460,44812,20041019,myFile.txt,Agent225,RES225
542.824.143.276,70761,20040512,myFile.txt,Agent226,RES226
591.787.115.782,4935,20090220,myFile.txt,Agent227,RES227
211.671.107.188,95285,20140105,myFile.txt,Agent228,RES228
16.191.764.957,16397,20150803,myFile.txt,Agent229,RES229
573.720.123.892,20482,20010926,myFile.txt,Agent230,RES230
441.246.174.98,12560,20141018,myFile.txt,Agent231,RES231
13.650.444.423,77710,20040908,myFile.txt,Agent232,RES232
552.444.521.52,26924,20031128,myFile.txt,Agent233,RES233
975.433.165.756,14094,20100609,myFile.txt,Agent234,RES234
705.380.175.287,15658,20110522,myFile.txt,Agent235,RES235
843.172.210.143,21275,20040125,myFile.txt,Agent236,RES236
228.46.595.384,28817,20000415,myFile.txt,Agent237,RES237
191.929.500.784,84182,20031207,myFile.txt,Agent238,RES238
421.711.131.909,57806,20000518,myFile.txt,Agent239,RES239
929.354.414.970,91939,20150622,myFile.txt,Agent240,RES240
908.58.90.573,61746,20111210,myFile.txt,Agent241,RES241
315.908.483.482,98178,20101014,myFile.txt,Agent242,RES242
675.645.537.656,5703,20060721,myFile.txt,Agent243,RES243
767.107.82.275,77403,20020213,myFile.txt,Agent244,RES244
376.382.965.321,12513,20061126,myFile.txt,Agent245,RES245
946.255.798.550,72661,20100701,myFile.txt,Agent246,RES246
191.624.811.442,72600,20030123,myFile.txt,Agent247,RES247
727.411.108.172,24951,20071013,myFile.txt,Agent248,RES248
405.794.388.6,75743,20130722,myFile.txt,Agent249,RES249
668.384.981.468,48324,20100301,myFile.txt,Agent250,RES250
598.800.427.560,64813,20080606,myFile.txt,Agent251,RES251
359.522.252.175,53609,20040101,myFile.txt,Agent252,RES252
435.962.225.915,99627,20120416,myFile.txt,Agent253,RES253
948.697.193.144,89148,20151009,myFile.txt,Agent254,RES254
243.316.144.962,58746,20090105,myFile.txt,Agent255,RES255
433.629.848.817,58141,20090119,myFile.txt,Agent256,RES256
961.214.885.646,70514,20130324,myFile.txt,Agent257,RES257
741.606.7.483,65998,20121008,myFile.txt,Agent258,RES258
473.572.321.556,39374,20130510,myFile.txt,Agent259,RES259
560.183.617.380,75885,20010618,myFile.txt,Agent260,RES260
875.398.402.505,15298,20060812,myFile.txt,Agent261,RES261
413.704.722.740,47340,20031106,myFile.txt,Agent262,RES262
285.869.285.985,47407,20000414,myFile.txt,Agent263,RES263
359.743.536.13,1950,20050821,myFile.txt,Agent264,RES264
517.166.54.698,27059,20050308,myFile.txt,Agent265,RES265
846.13.358.980,28198,20071025,myFile.txt,Agent266,RES266
305.579.674.45,2038,20020809,myFile.txt,Agent267,RES267
829.792.392.182,91728,20130722,myFile.txt,Agent268,RES268
337.636.542.868,99544,20000722,myFile.txt,Agent269,RES269
593.448.859.28,14141,20030923,myFile.txt,Agent270,RES270
154.290.67.881,28287,20150720,myFile.txt,Agent271,RES271
319.172.684.850,17410,20130311,myFile.txt,Agent272,RES272
621.354.552.36,86243,20060117,myFile.txt,Agent273,RES273
451.486.943.825,21434,20101027,myFile.txt,Agent274,RES274
705.309.355.250,19683,20031109,myFile.txt,Agent275,RES275
279.643.765.184,10876,20140217,myFile.txt,Agent276,RES276
301.278.908.894,65931,20040102,myFile.txt,Agent277,RES277
686.412.8.212,48492,20150416,myFile.txt,Agent278,RES278
579.555.880.479,21665,20110413,myFile.txt,Agent279,RES279
143.252.146.471,62866,20080906,myFile.txt,Agent280,RES280
578.649.132.958,44169,20061116,myFile.txt,Agent281,RES281
725.759.230.36,22093,20131101,myFile.txt,Agent282,RES282
938.662.298.187,94803,20040713,myFile.txt,Agent283,RES283
95.970.92.748,49850,20120306,myFile.txt,Agent284,RES284
753.363.191.625,96845,20000321,myFile.txt,Agent285,RES285
48.512.200.730,40568,20070211,myFile.txt,Agent286,RES286
780.383.286.575,63541,20020812,myFile.txt,Agent287,RES287
583.986.418.508,41827,20140322,myFile.txt,Agent288,RES288
568.967.216.144,42446,20150328,myFile.txt,Agent289,RES289
690.995.817.296,73212,20060409,myFile.txt,Agent290,RES290
251.322.420.259,79972,20130205,myFile.txt,Agent291,RES291
328.994.628.177,34420,20060328,myFile.txt,Agent292,RES292
353.85.65.219,56325,20060308,myFile.txt,Agent293,RES293
903.157.375.344,33204,20030905,myFile.txt,Agent294,RES294
921.474.243.774,47966,20130105,myFile.txt,Agent295,RES295
945.24.480.584,52773,20051216,myFile.txt,Agent296,RES296
934.353.538.733,40031,20011107,myFile.txt,Agent297,RES297
800.356.309.809,3132,20060816,myFile.txt,Agent298,RES298
61.215.853.614,23917,20151206,myFile.txt,Agent299,RES299
43.568.20.662,48899,20110508,myFile.txt,Agent300,RES300
439.900.225.345,20285,20111204,myFile.txt,Agent301,RES301
5.270.274.81,30449,20090524,myFile.txt,Agent302,RES302
701.358.519.311,58687,20090113,myFile.txt,Agent303,RES303
158.101.79.908,51597,20050801,myFile.txt,Agent304,RES304
407.549.907.681,44767,20080213,myFile.txt,Agent305,RES305
654.209.791.262,45514,20020514,myFile.txt,Agent306,RES306
302.101.748.790,45703,20100901,myFile.txt,Agent307,RES307
640.20.449.440,80437,20021019,myFile.txt,Agent308,RES308
198.870.259.401,84104,20010327,myFile.txt,Agent309,RES309
230.944.932.603,9627,20051026,myFile.txt,Agent310,RES310
627.81.378.440,80264,20090128,myFile.txt,Agent311,RES311
969.812.677.3,36337,20010306,myFile.txt,Agent312,RES312
116.841.881.736,24842,20090717,myFile.txt,Agent313,RES313
402.781.592.713,7292,20090514,myFile.txt,Agent314,RES314
668.290.969.941,61554,20050120,myFile.txt,Agent315,RES315
42.282.748.809,30056,20031221,myFile.txt,Agent316,RES316
650.590.946.83,56891,20080628,myFile.txt,Agent317,RES317
755.721.861.568,13937,20000703,myFile.txt,Agent318,RES318
88.76.994.800,57902,20120715,myFile.txt,Agent319,RES319
494.522.19.524,49346,20130508,myFile.txt,Agent320,RES320
426.259.965.267,36758,20101116,myFile.txt,Agent321,RES321
519.237.708.171,60924,20110217,myFile.txt,Agent322,RES322
803.690.720.525,54610,20100918,myFile.txt,Agent323,RES323
229.490.624.556,99021,20080927,myFile.txt,Agent324,RES324
622.775.911.130,74861,20121121,myFile.txt,Agent325,RES325
942.238.33.365,77115,20080625,myFile.txt,Agent326,RES326
900.868.47.372,55174,20080415,myFile.txt,Agent327,RES327
732.14.644.141,7002,20051224,myFile.txt,Agent328,RES328
882.117.9.452,19639,20020701,myFile.txt,Agent329,RES329
435.49.621.201,66465,20040621,myFile.txt,Agent330,RES330
99.716.176.288,67190,20020801,myFile.txt,Agent331,RES331
631.814.307.530,78415,20061014,myFile.txt,Agent332,RES332
326.707.590.691,78417,20000504,myFile.txt,Agent333,RES333
966.140.110.495,81903,20060405,myFile.txt,Agent334,RES334
249.332.468.796,22495,20030126,myFile.txt,Agent335,RES335
282.374.737.211,69764,20070415,myFile.txt,Agent336,RES336
327.304.407.788,22260,20010228,myFile.txt,Agent337,RES337
878.769.916.346,21077,20011215,myFile.txt,Agent338,RES338
96.703.399.970,65506,20050324,myFile.txt,Agent339,RES339
423.648.718.642,48763,20050426,myFile.txt,Agent340,RES340
253.870.138.599,72028,20101025,myFile.txt,Agent341,RES341
436.356.133.978,26008,20090128,myFile.txt,Agent342,RES342
10.473.877.898,76392,20100704,myFile.txt,Agent343,RES343
102.465.756.477,56007,20090706,myFile.txt,Agent344,RES344
674.912.159.5,84746,20080716,myFile.txt,Agent345,RES345
445.918.525.373,77905,20090727,myFile.txt,Agent346,RES346
691.460.297.715,63926,20030717,myFile.txt,Agent347,RES347
707.686.282.88,36330,20150401,myFile.txt,Agent348,RES348
726.520.155.890,68471,20120502,myFile.txt,Agent349,RES349
602.496.792.788,85473,20040314,myFile.txt,Agent350,RES350
112.960.973.702,9571,20010324,myFile.txt,Agent351,RES351
297.460.624.440,77926,20080210,myFile.txt,Agent352,RES352
382.109.886.724,72641,20151116,myFile.txt,Agent353,RES353
550.239.818.974,52301,20070612,myFile.txt,Agent354,RES354
710.279.136.100,7963,20010624,myFile.txt,Agent355,RES355
590.377.458.826,1292,20010814,myFile.txt,Agent356,RES356
600.649.590.319,38751,20100626,myFile.txt,Agent357,RES357
212.880.431.721,38375,20150212,myFile.txt,Agent358,RES358
711.874.532.331,45258,20041211,myFile.txt,Agent359,RES359
573.478.480.444,77191,20090226,myFile.txt,Agent360,RES360
516.597.16.424,1456,20080708,myFile.txt,Agent361,RES361
777.646.946.317,24329,20130123,myFile.txt,Agent362,RES362
263.640.68.287,90612,20040820,myFile.txt,Agent363,RES363
467.493.299.97,95175,20051226,myFile.txt,Agent364,RES364
762.384.159.169,84604,20080225,myFile.txt,Agent365,RES365
97.918.262.404,75488,20121126,myFile.txt,Agent366,RES366
43.102.863.384,91960,20140805,myFile.txt,Agent367,RES367
788.494.538.920,12045,20070628,myFile.txt,Agent368,RES368
905.34.212.205,91797,20130403,myFile.txt,Agent369,RES369
191.669.708.120,22472,20070128,myFile.txt,Agent370,RES370
444.10.694.830,14914,20070611,myFile.txt,Agent371,RES371
488.730.20.722,76674,20080504,myFile.txt,Agent372,RES372
818.493.193.673,72553,20140603,myFile.txt,Agent373,RES373
94.450.322.728,78796,20110415,myFile.txt,Agent374,RES374
317.855.819.904,39262,20070810,myFile.txt,Agent375,RES375
601.8.79.796,19282,20121217,myFile.txt,Agent376,RES376
728.502.224.143,10478,20071106,myFile.txt,Agent377,RES377
620.605.267.632,17401,20001219,myFile.txt,Agent378,RES378
150.517.24.118,74035,20010320,myFile.txt,Agent379,RES379
585.597.221.164,9977,20151028,myFile.txt,Agent380,RES380
561.629.858.890,32269,20010925,myFile.txt,Agent381,RES381
267.137.476.693,87820,20130908,myFile.txt,Agent382,RES382
40.814.200.571,75839,20060623,myFile.txt,Agent383,RES383
13.457.505.329,40716,20110602,myFile.txt,Agent384,RES384
70.201.325.755,71242,20040427,myFile.txt,Agent385,RES385
782.822.652.840,42795,20050221,myFile.txt,Agent386,RES386
323.66.130.350,27383,20010921,myFile.txt,Agent387,RES387
221.210.128.689,52065,20010920,myFile.txt,Agent388,RES388
214.350.592.133,48948,20081101,myFile.txt,Agent389,RES389
401.678.830.147,4248,20010216,myFile.txt,Agent390,RES390
431.637.732.159,45317,20100708,myFile.txt,Agent391,RES391
689.915.93.627,29736,20050321,myFile.txt,Agent392,RES392
132.504.773.704,53019,20020717,myFile.txt,Agent393,RES393
825.459.991.990,33625,20040114,myFile.txt,Agent394,RES394
67.878.501.597,49623,20150716,myFile.txt,Agent395,RES395
35.769.772.652,74837,20130414,myFile.txt,Agent396,RES396
256.358.133.608,20223,20100414,myFile.txt,Agent397,RES397
263.278.780.711,15156,20020402,myFile.txt,Agent398,RES398
900.73.852.577,73718,20151211,myFile.txt,Agent399,RES399
257.11.191.918,28830,20120128,myFile.txt,Agent400,RES400
433.745.997.525,28224,20080423,myFile.txt,Agent401,RES401
394.246.138.446,33694,20031101,myFile.txt,Agent402,RES402
35.422.43.197,81634,20150219,myFile.txt,Agent403,RES403
742.563.90.972,52185,20100320,myFile.txt,Agent404,RES404
280.204.500.256,46435,20020320,myFile.txt,Agent405,RES405
151.426.681.375,80327,20030621,myFile.txt,Agent406,RES406
884.745.444.80,939,20090608,myFile.txt,Agent407,RES407
611.446.942.229,35101,20000304,myFile.txt,Agent408,RES408
715.646.104.884,42981,20090521,myFile.txt,Agent409,RES409
227.992.339.97,87626,20050502,myFile.txt,Agent410,RES410
241.841.862.457,95275,20070418,myFile.txt,Agent411,RES411
764.912.319.551,90229,20020204,myFile.txt,Agent412,RES412
334.662.300.907,62580,20060717,myFile.txt,Agent413,RES413
912.794.462.56,99998,20150415,myFile.txt,Agent414,RES414
492.741.48.534,30089,20010922,myFile.txt,Agent415,RES415
327.248.158.992,17448,20000608,myFile.txt,Agent416,RES416
629.994.243.320,25438,20090709,myFile.txt,Agent417,RES417
418.743.693.333,83980,20070915,myFile.txt,Agent418,RES418
814.304.533.29,89015,20011106,myFile.txt,Agent419,RES419
96.2.426.483,68997,20050913,myFile.txt,Agent420,RES420
768.191.182.948,20804,20071201,myFile.txt,Agent421,RES421
618.425.759.295,12489,20030707,myFile.txt,Agent422,RES422
965.135.728.592,48119,20030216,myFile.txt,Agent423,RES423
515.760.783.580,78302,20150215,myFile.txt,Agent424,RES424
230.654.787.788,52132,20140818,myFile.txt,Agent425,RES425
523.77.848.477,48162,20041223,myFile.txt,Agent426,RES426
857.63.835.22,95850,20031206,myFile.txt,Agent427,RES427
731.641.486.33,21855,20011012,myFile.txt,Agent428,RES428
769.151.345.732,63792,20030727,myFile.txt,Agent429,RES429
557.878.125.701,42058,20140625,myFile.txt,Agent430,RES430
230.128.131.36,28171,20010117,myFile.txt,Agent431,RES431
588.289.221.587,75970,20010524,myFile.txt,Agent432,RES432
558.800.195.218,66949,20081013,myFile.txt,Agent433,RES433
926.436.510.10,13373,20150607,myFile.txt,Agent434,RES434
459.955.937.939,51799,20040109,myFile.txt,Agent435,RES435
51.458.797.581,9015,20010823,myFile.txt,Agent436,RES436
224.542.436.499,96151,20120908,myFile.txt,Agent437,RES437
775.556.123.351,63862,20100820,myFile.txt,Agent438,RES438
986.828.782.626,39058,20110712,myFile.txt,Agent439,RES439
75.418.891.178,93008,20130412,myFile.txt,Agent440,RES440
69.983.292.299,17287,20121116,myFile.txt,Agent441,RES441
31.789.734.717,18013,20020917,myFile.txt,Agent442,RES442
41.778.519.943,46799,20071021,myFile.txt,Agent443,RES443
679.695.637.961,58311,20101122,myFile.txt,Agent444,RES444
445.296.123.884,25004,20020222,myFile.txt,Agent445,RES445
